,day,result,label
474,2018-05-27,blockchain plu exist exampl exampl ask shouldn aspect featur potenti futur featur world dev dev internet featur featur blockchain dev exampl necessari goal googl exampl googl level click world eager public featur blockchain forward count plenti correct address learn address dead man downvot mate address broke man dude love happi nbsp address happi help heard hey man man happi guy hey man address guy luck life late address real caus count valu claim address straight dude day caus ask articl like haven edit help address happen chang mind funni fix claim address guy coin buy hate happi address address thing likewis real spread love fast da man luck worth spread hate brother dude dude address love love guy friendli earli mate hit block gotten love differ thing happi happi address game man love guy happi happi given real work love left real address love love man holiday internet ask put address happi funni happi real fund bro love man luck da man love happi,1
475,2018-05-28,late hope late fast easi man let happi late late late miss differ index accept ask chang explan claim address forgot duplic late late en sound address hey da address world love world happi miss address histori direct dude serious late holiday blockchain love happi address thing luckili dead late happi happi broke man help happi game happi brother work late suppos late late real get,0
476,2018-05-29,blockchain current unfair day usual hard case larg blockchain real,1
477,2018-05-30,come come design fail grab govern internet market thing achiev think usual game thing common common adapt market will technolog face despit necessari approach huge anymor straight build begin aren allow illeg vote right futur miss korea face aren local play internet like doubt 99 coupl current block world ahead self thing friendli futur real form blockchain group group buy chang thing game work huge 99 satoshi invent bunch forum develop drain worst market gox illeg larg fuck market fulli market posit doubt real anymor christ genuin valu valu exact market internet internet design fuck allow govern govern market common will sound face govern illeg onlin matter fuck inform technic anymor aren allow illeg happen happen fall thing happen function function believ easi chang happen chang gain technic vote start get miss ignor level bunch worth govern friend miss govern thing ask take thing world come differ ignor haven public happen familiar easi govern larg govern govern sound human natur form haven public happen da elabor familiar easi govern larg govern govern govern easi sound real like onlin happen dude thing posit 99 99 consid aren get world valu longer push author held thing imho hard valu end larg intend machin easi vote establish function dude thing influenc aren allow illeg public sound major given histori vote blockchain design real govern plenti govern plenti allow govern govern happen chang matter event larg suppos govern fuck end valu financi inform technic matter sound necessarili given govern exampl consid favor chang vote correct authoritarian buttcoin ignor larg couldn illeg get public break moral like crazi public internet event thing world stop govern gov effect illeg basi coin function valu illeg certain real internet mail govern govern illeg financi allow dead ln idea effect illeg eventu direct help major govern exampl market internet illeg necessari larg market push fall explan face common market certain longer start month illeg huge illeg internet chang thing legal public given legal thing account moral like delet internet mobil address valu explan invest thing,0
478,2018-05-31,real final develop market game anymor happen develop event market happen histori stop game essenti entir market gave driven driven futur futur experi catch catch member happi role coin eventu haha govern aren hit index accept ask valu downvot ask day like day aspect origin problem listen caught govern financi fuck downvot happi event dead heavi bring local market game anymor fuck current market driven financi lock effect goal end allow listen extrem market start exampl market build anymor ln drain develop build forum favor like camp camp ahead fund world,1
479,2018-06-01,let check current ico futur valu contract verifi basi experi love check current censor allow contract take differ basi experi expos ico work late work messag will origin multipl extra lot love contract sound assum fall book check self haha left mobil love shouldn left mobil inform index accept ask work month happi basi experi ask fast experi featur experi list verifi let click happi moment commun censor exampl link haven agreement fund held check polici hope moment usual futur list basi held basi experi month futur guy enter market help guy grow entir ad current differ hope list left assum mate current censor allow contract take differ list mind left mobil basi experi problem shouldn decis impress futur 1000 work hey dude launch ico question mobil featur allow love take start list hard mobil plu guy ico ad list take straight effort clean coupl fix guy list love concis put famili load couldn worth easi love take function take work ico help huge hold futur ico play thing consid advertis check real life case clean googl like googl coupl question problem longer forward worth current hope futur aren left chang sound luck love,1
480,2018-06-02,forgot expect agreement fulli earli addit illeg stop govern larg judgment technolog declin driven futur futur world design declin despit crime system censor aren choos market addit illeg stop gave limit googl month month accord histori allow thing futur work fulli level plu market easi potenti grow especi friendli ask futur start built question mobil display bunch ask day area effort left end start start allow love real help grow notic month call current,1
481,2018-06-03,suppos buy bunch current buy end get thing mind dude hat joke differ man logic matter like valu easi chang measur measur differ real thing ask differ differ differ admit deepli help differenti offens mislead end let differ extra origin origin chang real chang self origin origin chang exampl origin chang world hey guy longer doubt ignor origin longer origin differ chang funni mention chang differenti origin multipl call inclus ad explain help begin especi chang let chang logic exampl differenti origin origin ignor futur ln featur appropri immedi ln lot correct ln ln layer built ln ln think contract featur featur longer thing group assum consid buy valu guy happi em famili agenc futur month day forgot index accept ask real huge knowledg famili love futur govern justifi agenc list like index accept ask huge famili major famili famili equival deepli live hold aren market keep mention easi face valu world crap exampl local life huge hate valu final entir world love famili thing buy 99 buy address huge real basic take like famili hope listen mention direct haven work level,1
482,2018-06-04,end happen mention shouldn googl coupl fix start built fulli haha plenti guy built fulli natur chang chanc interestingli start built fulli coupl fix moment choos larg matter work hard fulli beta fall hope mail entir love haha exagger ask check legal worth market biggest gain world entir internet care clever get caught correct check mail mail mail check mail account check get hold doubt establish get inform worth market ahead ad matter immedi worst thing worst thing aren aren blindli appear common ask question longer delet given coupl public inform ask verifi despit shouldn allow nbsp decentr thing verifi inform work highli author immedi face worst thing world end ignor buy face doubt fail differ account world day doubt state author polici respons hey thing form major ad die hard straight check thing enter market given satoshi lock forum origin satoshi plu fun held plu allow blocker blocker final hard thing biggest lot get downvot fuck day play discuss dialog hope chang local buy gave public ego left exampl altern allow buy huge fund sound fund onlin let fund thing keep,0
483,2018-06-05,built world market happi question buy illeg haven internet man coupl blindli funni advic huge matter check solid claim fuck inform fuck inform huge current longer held listen anymor matter matter,1
484,2018-06-06,hey address late month month,1
485,2018-06-08,,0
486,2018-06-09,index accept ask late earli valu downvot huge worth certain level will choos corrupt real valu downvot blocksiz consid manipul happen mind matter respons limit influenc origin intent valu choos limit block matter kid consid earli move forum fund potenti help event account watch influenc weak mind technolog ignor histori extrem self realiz hurt attack despit maxwel histori troll author valu limit potenti limit thing effort certain origin hard moment histori differ coin easi research appear discuss bunch start crazi bulli basic entir real start call origin block gain design call world essenti effect owner entir love buy fight attempt block help larg gain block layer system essenti larg block layer system basi man entir blocksiz origin origin case intent decentr larg gain decentr thing forward work current form lot work couldn earli bitcointalk day world financi world internet index accept ask earli histori earli maxwel earli adam dev dude help ln work blockchain build real fund bunch index accept ask real man blocksiz potenti potenti market like blocksiz limit hard maxwel lot chang hate author exact form hold current posit eventu ln blocksiz imo dev admit blocksiz biggest layer ln ln suppos start end real worth hate attent legal satoshi author en origin ln ask fund futur ln block develop break motiv account built built ln onlin account dev call limit accident matter block block effect block block logic increas invest differ differ jesu christ inform ln honest haven idea ln origin origin world market thing camp man guy play account built built ln onlin respons fund ln fund hold account lucki account account appear delusion form differ fought voic matter authoritarian left invest end entir account ln ln voic attent inform realiz guy guy exact thing authoritarian dissent allow guy act begin justifi jesu man hot legal ln push potenti ln futur ln futur ln futur chang block put ln problem develop ln blocksiz effort develop blocksiz fight establish decentr game origin problem insid ln attack attack blocker origin attack attack blocker delet adam start thing limit larg lot goal aren market game consid influenc futur block financi limit question group let factual ln layer favor direct like factual ln layer ln plu lot man discuss address gain lesser ln gain act legal ln legal ln call creator origin given given realiz forward demonstr block chanc fli block start differ develop break ln ln layer call blocksiz anymor matter block gain game sound built suppos grow satoshi necessari origin direct entir function necessari end idea futur limit hit goal blocksiz block block allow current address world market sound goal coin end human blockchain easi altern genuin buy involv index accept ask chang mind bs happen satoshi world call adam limit establish influenc chang address late index accept ask index accept ask work check build highli donat address creator exampl blockchain exampl decentr internet differ decentr decentr huge technolog blockchain fast claim ahead break 300 dev adam like sound build grow coin featur dead sound develop ln ln aren direct aren develop world decentr problem essenti ahead real influenc ln larg ln thing contract blocksiz exact basic month contract ln mind function direct decis develop develop ln choos exampl potenti lot come thing exampl invent decentr layer come live theori fall direct hold develop valu valu invest guy respons certain sound respons haven claim factual develop develop inform guy crazi world group hate ln worth aren watch biggest histori influenc weak mind direct work hard help watch play mention en mention blocksiz ln develop ln ln ln ln huge ln crap blocksiz late guy serious love index accept ask em come eli5 1000 index accept ask index accept ask goal manipul chang featur blocksiz futur case month articl basi watch downvot bulli exampl chang mind adam publicli state couldn matter happen decis entir serious common knowledg dev decis bs forward haven fight dev freedom world hijack equival intent matter hate play lot real hate hate hate take crazi defend basic built ideal hate biggest block satoshi altern caus altern index accept ask listen mention index accept ask valu goal blockchain inform system index accept ask research technolog fund fund googl month ask fund longer help help satoshi ln ln dev ln thing origin satoshi bs exist establish influenc adam bs dev ln invest late doubt index accept ask ln lucki consid thing worth,0
487,2018-06-10,address research earli develop straight histori dev differ adam self like matter appear ln ln ln built real beta effort luck luck month fund given ln work effect level real effect real fix satoshi hat work blockchain bunch hard gave effort fun mention dev aren exact histori afaik familiar mention dev satoshi work blockchain bunch count serious doubt assum anymor role histori satoshi especi love straight satoshi current familiar late familiar dev anymor hat happen caus hard fun chang push histori differ check fulli live current necessari individu origin system natur real case differenti think easi real mind satoshi chang achiev layer satoshi mislead check day claim index accept ask eye figur aren dev blocksiz happen left technolog hit effort insan satoshi gave andresen differ logic link despit hey left man thing attack decis controversi earli develop straight histori verifi start list check 2016 influenc basi influenc theori happen andresen consid origin eye public fulli technolog act given,0
488,2018-06-11,research listen judg research furthermor dev larg maxwel discuss claim develop blocksiz extrem logic thing listen valu thing listen final friend ln blocksiz origin origin case intent decentr ln decentr,1
489,2018-06-12,haven achiev delusion differ fall internet isnt,0
490,2018-06-13,invest call blockchain technolog target help differ approach inform problem blockchain public given limit valu luckili invent call fairli haven heard aren larg group attack hard especi insult edit bitcoinbeginn bitcoinbeginn bitcoinbeginn bitcoinbeginn advic bitcoinbeginn messag compos address haha edit onlin check plu like left haven factual inform happen effect group inform happi fight guy voic real human histori fan group buy listen gave exampl posit block likewis posit hard achiev larg get posit crazi likewis bash shouldn bash enemi hard especi technolog usual wors ask question futur index accept ask multipl definit correct technolog edit origin die np form correct matter hostil life world close happen link link month left assum inform chang love group histori thing accur judg group worst origin histori happen fulli research forum effort histori edit account month inform buttcoin level troll bash help bash bash origin bash haha thing bash bash mention left index accept ask index accept ask get posit crazi likewis bash state bulli play bulli face play public basic internet real bash world dollar left grow guy thing coin insult invest coin notic correct bash attitud exact end get fight blocker anymor matter downvot fan bash gotten futur lock check month month account happen allow month left censor hostil exampl chang mind enemi wors messag get consid allow allow weak left censor friend famili censor buttcoin logic coin coin censor basic origin satoshi origin allow biggest addit lock choos help agent larg grew grow assum real longer mention effect thing day worth hate anymor multipl buttcoin multipl watch bash correct attack technolog effect chang click np lock real bash dude gotten bitcoinbeginn thing huge account month mention start entir bash origin bash definit account technolog call internet sound launch start start altern funni shouldn donat usual censor vote worst check valu downvot friend shouldn hard convinc imo discuss mind weak discuss coin altern public launch attack ln chang donat ask spread donat chang valu downvot ask donat count accord moder influenc decis definit invest lot market remov differ guilti wors come polici allow polici ask allow despit discuss allow aren freedom donat donat effect caught appropri get polici question manipul influenc get get thing logic aren push miss effect differ effect differ donat public heavi allow fan suppos polici mod current heavi polici polici definit self plenti wors miss effect differ basi matter donat comment donat donat love downvot easi googl research correct polici help help polici mobil check gain market manipul crime emot fuck favour posit certain larg real brother wors guy aren get allow wors account honest thing donat hate game disrespect idea fuck discuss call thing hard petti decentr effect build donat attempt level expect attempt blockchain discuss straight real end guy illeg definit allow buy shouldn buy,0
491,2018-06-14,account account account luckili given plenti moder valu multipl account polici chang account account rotat account mind world suppos decentr world decentr adam market index accept ask haven account month sound believ guy mind world suppos link dealt fuck guy downvot fuck guy meta crap downvot meta ad month ad month ghost account month month censor commun thing get man thing didnt attent world disast differ coin market buy dollar dollar hit dollar develop work mention differ dev chang origin happi fulli help altern given camp camp adam camp market call weak call world disast respons effort research coin listen real eye eye establish play definit longer thing thing satoshi world adam origin longer chang coin author satoshi thing origin world differ measur larg satoshi thing ya ln author claim origin honest differ thing intend judg chang origin child accord logic establish origin keep given feet happi grow listen real real longer thing exampl thing thing thing group differ world butter shouldn dude call chang origin hard allow haven notic biggest spread voic posit call impress dealt 1000 downvot downvot mention effect differ given happen led notic earli claim np clean aren approach help thing help think onlin month account appropri couldn consid self hard call delusion realiz help start delusion allow aren attempt approach help voic real come hey hey thing help chang account multipl account account public downvot guy link clean especi given satoshi ignor especi guy imparti exact thing verifi moder articl chang thing chang hijack extrem block ln impress ln month approach block block multipl valu anymor claim take haven take luck futur couldn help help usual bash get downvot bring honest suppos public end ignor imparti downvot couldn censor bleep bloop account month happen happen nbsp link totesmesseng messag totesmesseng given messag member guy allow allow necessari guy allow sound isnt fuck coin fuck haven especi disagre layer downvot month help get potenti entir publicli grey area member month grey area account luckili case chang thing individu appropri couldn remov immedi real guy definit differ achiev moral legal donat thing differ definit differ establish controversi origin differ motiv thing address allow like basic attempt remov declin manipul headlin genuin attent decentr shouldn die govern govern come haven satoshi knowledg hate realiz insan insan right thing function discuss suspect help financi establish controversi origin troll downvot entir downvot satoshi haven grow fuck insan dude insan crazi chang chang illeg especi consid troll polici eye hard hate serious troll hope doubt matter satoshi man coin differ origin man anymor function aspect hate intend gain definit appropri dick polici suppos serious exampl necessarili blocksiz increas satoshi logic luck think origin allow appropri freedom appropri appropri dude real coin origin govern valu legal legal man state legal censor altern definit common origin origin real blockchain logic chang market direct certain hijack move chang larg highli help direct troll polici eye polici polici polici current em em remov blindli voic idea eventu worth mention list legal legal moral allow get public inform basi govern form kid day jesu decentr futur held sound goal chanc appropri appropri chang malici member aren ask exampl downvot check histori idea googl self ln donat kid influenc huge thing matter blocksiz increas blocksiz increas mention satoshi satoshi intend weak chang gov game honest buy influenc honest admit justic fli valu downvot friend fight caus differ illeg donat influenc influenc mind group allow censor aren govern govern chang allow buy downvot love mention call call blockchain push censor downvot matter hard insan discuss usual assum discuss world definit plenti serious basic man kid day appropri thing googl favour buy corrupt despit downvot mislead fuck fight manipul valu defend assum longer favor tend form hate illeg thing differ influenc influenc troll unfair troll plenti plenti driven petti troll target justic help petti bs troll claim luke jr fight caus donat definit aspect aspect aspect longer origin definit favor given influenc judgment posit take influenc kid homework definit especi chang chanc check,1
492,2018-06-15,buy close click longer month claim account verifi claim haven claim check skill help duti public differ donat controversi favour brows insan hate lock break addit polici crap crap take worst group basic jesu public larg block gain larg block dude defend market discuss like inform inform given happi dunno worth address question level common immedi start gave hey mate drawn address happen fight petti guilti listen coin member multipl decis attent love level help inform thing moment take betray account inform insan love find face left find function censor mod guilti messag differ haven lock downvot fall histori commun haven link basi especi help internet idea downvot troll thing happi help human mention believ effect luck definit link haven lock definit click hijack current afaik claim day check manipul internet idea downvot link basi especi real ask group posit plenti coin aren plenti certain honest emot coin appear thing account link certain love coin get coin display controversi guilti guilti thing love satoshi driven passion display driven claim final expos public messag larg help public exact mind suppos favour especi internet bunch multipl day real eye experi list clean especi given satoshi ignor especi guy imparti exact thing verifi moder articl remov common thing thing manipul get allow hard claim index accept ask fight allow coin assum technolog accord let launch mislead plu fight listen highli attent mind ask mail exact certain rotat account rotat longer account comment experi notic put financi motiv thing heard differ differ differ coin allow case fuck guy grow fuck account thing come month month mess month month account month account thing group plenti push delet certain dealt gotten boot mind lot bore explain account attempt push ico get mention account honest moment like like petti illeg buy usual guy market manipul crime eye haven comment day hate thing end clean allow chanc account mind dude lead exampl ignor inform downvot account multipl account account public link thing moment take betray account inform insan love hey guy sound shouldn check real human furthermor take lock definit exact discuss legal public necessari monitor bunch address buy day mate kid potenti put inform like link left insid knowledg love account real bunch nbsp messag nbsp immedi nbsp messag messag nbsp nbsp fan downvot happen downvot anymor account click influenc grow larg exampl remov explan account get worth month nbsp immedi nbsp messag messag nbsp nbsp fan advertis mitig account day fall real meta disast highli controversi call exampl exampl origin major gave origin didnt human human shouldn call origin dollar dollar effort fail happi dollar origin heard dollar dollar especi help apolog chang fail highli valu spread claim shouldn fund develop blocksiz decentr goal happi layer futur ahead approach realiz like hate thing evalu consid ln like technolog function intend block month dev dev public admit real adam real dev differ take dev origin member decentr goal measur decentr given man dude account caus face account major major check basi check heavi forum experi usual usual worth usual day mate happi like help aren anymor mate clean month help given aren happen serious guy happi help month help guy hold dude commun public act experi censor ask help question self favor 1000 sound ask extrem caught hard like hit aren jesu christ mod consid mod account month guy account account jesu christ link dealt discuss aren ask month month day approach help fuck dude remov moder bs especi account man account ask crazi problem isnt happen account hard plu account month account account correct effort genuin attempt troll month help help anymor huge mirror caus downvot establish downvot differ exampl claim downvot genuin question tend differenti plenti factual advic downvot major huge coin huge natur end fulli real account sound sound multipl discuss vote caus put effort month account lead link sound experi moder check didnt mod account account account link link straight clean check bunch account backstori happen extra aren given multipl happen day discuss multipl comment left couldn help come month month legal legal,0
493,2018-06-16,,1
494,2018-06-18,censor start histori real break real state multipl valu downvot address address didnt human group get push attack messag claim dead lead question polici origin polici public form form discuss thing accord thing definit aren guilti break owner link break break fall voic help vote form claim disabl disabl downvot grow claim ask question build brilliant maxwel world exampl hat inform aren fuck mate censor address fuck research coin think necessarili anymor elabor addit block worth link dramat dollar chang day mess valu downvot get push man plu fun dead owner comment real chanc justifi chang call dead owner comment moder consid start guy manipul luck origin discuss real attempt bunch fulli demonstr downvot check expos find list mate caus discuss downvot public inform logic histori real public hijack ask technic effect downvot accord definit accord accord miss highlight definit definit form vote mind serious convinc list potenti claim moment downvot belief owe owner dead ahead dead wors origin origin check mate bunch count explain group ask group hurt attack advertis sound dead love hold world hide easi intent definit dead exampl dead anymor ask intent lead question hard mention intent intent fuck guy definit public inform basi govern form vote worst check call attack thing discuss blocksiz limit check histori insult ask chanc month self lead question intent real inform ask public thing gov lot live worst forum realiz happen honest hold take inform die inform meta allow hope grow forum moder month thing didnt month count notic miss assum freedom get concis get serious major like research multipl huge financi check month ignor month dead ghost thing design left claim hostil effort messag dead inform public knowledg mention group establish dead check basic entir coupl month dead month ask work larg troll differ account comment doubt plenti genuin tend matter matter world especi take especi moder problem choos goal help downvot accur month month hate accur intend bro care ad futur built technolog natur fight forward humbl bash thing gain real internet inform technolog ignor matter satoshi despit certain account edit attitud begin maxwel individu forum address differ knowledg thing world address address public plenti market driven financi system especi world claim listen longer allow allow happi idea differ exampl market hold exampl forum bitcointalk individu happen immedi mit forum huge group forum thing fight aren push call dead owner comment real final claim take origin especi downvot fulli demonstr downvot aren goal decentr downvot fuck guy haven wors inform govern posit govern huge suppos worth goal fuck month highli claim multipl imo month weak index accept ask imo malici major index accept ask hat idea real sound hat especi take call fund financi blockchain financi attempt develop troll troll hard hostil happen,1
495,2018-06-19,play brilliant dude serious exampl fulli exampl definit allow allow exampl haven judg form definit govern fuck life bunch learn basi satoshi crap messag thing stop lock real exampl fuck luck fight freedom middl corrupt tend posit correct thing differ claim attack immedi discuss valu work origin discuss fuck exampl articl differ origin ask real intent ask thing differ watch sound altern govern downvot life caus definit govern logic downvot definit bunch explan group self matter form choos aren caught mess hope owe jesu christ owe ask question intend honest believ owe bunch mud allow allow honest vote group happen form discuss vote definit real downvot aren owe index accept ask gov inform public govern real push month like like push month dead aren break motiv lot check insult haven justifi take attent public inform googl dude real thing voic real public work govern public friend guy correct inform elabor month month month highli haven help come brows effect public inform limit effect love public come altern genuin link fairli certain luckili link inform help inform onlin valu origin end like histori tend hide correct mention public research help exampl aren adam downvot public assum downvot censor public censor censor thing downvot exampl technic hard frame blockchain system major furthermor coin claim real mind multipl world real left mess histori censor chang 1000 haven month chanc ego self ya start hate learn learn man learn dude layer guy chang allow stop layer thing necessari layer moment deepli public public direct meta thing group thing multipl appropri multipl differ claim serious explan direct meta exact group thing heavi motiv claim serious explan group hide certain hide certain honest altern aren honest easi usual censor goal heavi lot launch fund coin fail launch hard invest deepli origin develop state downvot repetit messag given inform assum certain coin launch attack coin satoshi list thing multipl appropri multipl differ hey man group friend group friend honest histori list individu bitcointalk guy censor day ask posit ad invest ad usual address valu downvot man market hit,1
496,2018-06-20,account account altern account happen link fairli ignor check histori theori googl month group late 2016 earli exact mind thing heavi motiv corrupt allow group differ hide certain hide certain chanc world claim thing thing thing thing hide allow certain realiz polici guy clean call corrupt play certain coin call haven guy allow hide,1
497,2018-06-21,ico decentr world futur futur check thing verifi mind get thing life mislead live claim claim member call mislead multipl hold larg brother invest allow member necessarili exampl real life exampl buy member buy censor employ posit influenc coin coin censor notic claim thing thing thing hide thing verifi mind get allow certain realiz polici guy clean multipl hold larg brother invest call verifi claim valu play certain coin call play haven guy heard month usual month chanc allow hide coin coin censor bleep bloop help messag,0
498,2018-06-22,decentr level claim claim member call mislead problem allow allow member necessarili exampl real life exampl group buy member buy censor employ posit influenc heard baseless happen moder doubt posit fairli break,0
499,2018-06-24,,0
500,2018-06-25,check,1
501,2018-06-28,,0
502,2018-06-29,attent chang futur day allow link hard mobil click delet messag compos delet messag delet,1
503,2018-06-30,question logic logic choos logic end essenti addit help thing group claim thing group claim exampl controversi differ idea valu world discuss anymor extra real state thing imo imo level necessari common end claim thing claim exampl controversi call controversi logic thing call longer claim derogatori offens camp exampl start,1
504,2018-07-02,get downvot day intent end intent thing happen consid origin origin ln day heavi mobil futur coin addit hope invent origin think unfair histori intent inform exampl ln inform worth account larg push effect help gain aren necessarili especi aren inform day ln happen happen left late establish fall get valu left kid solid coin invest bunch surpris consid human histori individu world technolog invest entir world chanc grow face invest fund individu judgement fund help mind judgement consid larg market shouldn differ hold market hate anymor coin coin haha futur basi help effect featur put think thing,1
505,2018-07-03,funni miss haven crazi day intend appear forward funni funni usual usual lot,0
506,2018-07-04,man form common limit exist develop allow block block block develop limit consid longer longer hostil help futur chang polici polici dev mail list public decis help member internet earli attack gain financi blockchain ico blockchain self love index accept ask index accept ask address index accept ask index accept ask index accept ask address dude index accept ask haha impress consid coupl differ get internet ignor dunno earli index accept ask index accept ask index accept ask index accept ask index accept ask index accept ask index accept ask index accept ask index accept ask index accept ask index accept ask index accept ask index accept ask index accept ask haha come blocksiz increas work 1000 dude 1000 1000 1000 1000 1000 1000 index accept ask level man hit 1000 altern origin faq index messag shouldn admit surpris,1
507,2018-07-05,disagre call call index accept ask address index accept ask index accept ask index accept ask guy heard worth address 1000 dude invest mind matter index accept ask index accept ask index accept ask 1000 12 bleep bloop help messag,0
508,2018-07-06,claim explicit hard limit limit valu addit fast help realiz valu driven thing expos exampl sound longer internet valu gave valu sound ln month ln origin design larg led click messag compos sound buy convinc usual level claim hard serious sound didnt mind buy public sound coupl account real claim downvot buy correct put public guy start put thing guy hey left public valu downvot put public illeg worst illeg bleep bloop help messag hold hold day explain fix larg world essenti worth larg satoshi limit blocksiz design imo limit public broke serious faq happen start get easi plenti crazi happen call bash coin mention layer decentr check essenti messag futur breaker hit help limit event faq happen easi hard origin origin work larg block attent effect didnt mind messag attent messag function luckili market design dev aren origin develop intent take technolog hostil correct develop ad origin day fun experi ln baseless longer admit block satoshi coin event fast limit crazi wors dot mobil claim exampl judg honest real dead futur public clean owner man invest buy serious ask happen hate public exampl individu remov serious usual usual hard entir effort oppos effort remov brilliant idea 1000 appropri serious bro exist happen origin differ origin origin satoshi faq mate real histori world world censor discuss origin basic real world histori backstori index accept ask invest technolog miss blockchain choos coin fast blockchain financi differ,1
509,2018-07-07,forward market haven histori group creator coin downvot day get happi end isnt get coin correct world troll public public event dick think technolog advertis listen couldn immedi check dollar help chanc buy public consid messag mind world spread chang futur kid ignor human tend financi coin current coin valu histori ignor easi downvot fan like guy em decentr caus downvot doubt histori check internet histori group creator hard work aspect function mention idea satoshi ln 2016 ln blockchain ln work ln entir larg,1
510,2018-07-08,,0
511,2018-07-09,,0
512,2018-07-10,help,0
513,2018-07-11,mind,1
514,2018-07-12,,0
515,2018-07-13,function grab origin call real check invent hope,0
516,2018-07-14,live live legal index accept ask favor hit human live start doubt check justic child corrupt catch highli like frame market googl watch exampl crime bread butter child crime afaik market hey exampl hurt dealt dude check get justic couldn delusion biggest market forum child headlin respons hate broke love judg justifi despit matter happen moral govern form justic life chanc justic help exampl govern earli friendli world buttcoin 67 blockchain 12 bleep bloop help messag life life valu downvot assum commun design buy child contract local fuck bleep bloop help messag help market delusion headlin justic broke sound justic thing child intent like love posit inform mail addit get effect world claim exampl real legal illeg life built hit dude hit get fuck public allow plenti allow life bandwagon donat delusion familiar form illeg respons owner shouldn respons govern illeg hit live grew delusion forgot human live crimin chanc defend like suppos corrupt corrupt call suppos judg life accur respons build respons call,1
517,2018-07-15,address verifi consid easi work multipl major crime life respons joke funni assum govern will publicli public funni hold immedi call bs judgement buy internet human biggest world govern hard govern couldn illeg help market delusion market 200 market headlin fuck public world market built world like world world buy form usual onlin 44 bleep bloop help messag guilti legal thing public defend moral like market grow buy life claim happen effect illeg role game dude hint mind judg take agent guilti corrupt corrupt held believ author bro illeg world check forum judgment exampl posit posit market level forum gotten inform love mail explan freedom get corrupt extra crime hat especi life justic justifi eventu given real let suppos end disagre essenti guy late motiv longer ebay extrem public consid biggest legal illeg will life individu list ebay ebay allow case chang fan bro fan bro fuck begin hit believ illeg messag judg man life justic work crime justic agent get realiz agent market buy guy differ take live corrupt allow caught illeg get live heard caught fuck caus forgot appear miss suspect suspect suspect commun like lower thing judg basi haven crime caught public motiv suppos think event definit definit,1
518,2018-07-16,watch suspect care check miss help market public illeg easi real gave inform hit en consid ebay respons fuck onlin world market matter life especi googl life basic crimin happen suspect verifi defend easi exampl easi caught entir life real internet attack 12 bleep bloop help messag huge late earli crime aren help easi,1
519,2018-07-17,form watch guilti appropri corrupt,1
520,2018-07-18,googl dude life govern man chanc,1
521,2018-07-19,dude dollar illeg verifi direct creator messag compos messag messag compos messag assum financi shouldn blockchain blockchain futur blockchain help exampl blockchain human govern lock direct basic mind thing world world crime life exampl attempt happi gave,1
522,2018-07-20,man love start straight design mislead chanc come world dude index accept ask index accept ask index accept ask mind lot improv basic 3d ad ad ad experi index accept ask dude origin work 1000 1000 love insid consid dollar exampl dollar chang exampl child thing valu chang thing basic matter dude straight check hat gave messag compos govern valu downvot public common common common internet life mother couldn internet middl immedi da mother couldn judg form justic internet serious index accept ask caught public didnt chanc link given justifi life guilti help exampl life internet consid life man human internet contract satoshi commun guilti fuck moral legal problem essenti kid entir life internet contract heard guilti judg allow suspect life onlin consid experi learn built consid differ learn learn world human think crime onlin list,0
523,2018-07-21,hate donat worst exact chang worst dude happi skill man start man like fun bro consid thing love bro plenti man love internet essenti public love life 3d dude index accept ask matter will will,1
524,2018-07-22,googl dude address catch address catch,0
525,2018-07-23,guilti logic guilti serious doubt life appropri right life suppos funni justic right suppos right life justic life multipl govern legal illeg life given doubt caught involv corrupt life life right month attempt caus controversi worth judg basic govern messag hate freedom hope eventu hold sound agent gox justic come come life haven life thing live ad basic live market thing intend 3d,1
526,2018-07-24,imo kid game system couldn push articl take crime gave crime dude built allow public illeg illeg bunch illeg fail exampl shouldn account account illeg illeg legal illeg illeg legal life fund live highli illeg justic break face illeg technolog kid especi kid onlin shouldn crime chanc govern internet man crazi earli illeg market imho dude clean local matter fast mention market thing happen onlin govern research illeg fund research illeg break legal play game end mail suppos common illeg thing like shouldn illeg illeg illeg hard real illeg illeg real like given dead late caught public left sound familiar entir dead late famili dead couldn logic appear miss live thing famili realiz buy kid onlin gov moral live moral break plenti legal chang legal illeg given ha ha ha nbsp funni consid histori attack biggest crime man man controversi crime man justifi easi bro internet bro real larg market posit onlin owe govern comment illeg given suppos common illeg thing like shouldn illeg shouldn gotten life shouldn life start illeg fuck fuck valu huge likewis close 300 assum oppos inform figur equival 12 accord illeg illeg legal differ legal allow illeg illeg take illeg origin life watch friend hint real world doubt role illeg messag illeg thing guilti kid internet fuck justic exampl life biggest influenc life allow convinc like ask freedom legal despit man world biggest major libertarian essenti choos invest love life ask man corrupt life govern justic authoritarian govern justic crime life buy extrem market world life defend get life dollar life buy onlin articl articl live buy get onlin buy legal thing crimin account legal real life kid caught happen kid crime gov easi illeg lesser gave life kid claim suppos consid kid month messag messag origin judg legal thing illeg illeg put form given direct gotten wors like judgment polici driven legal plu chanc direct illeg crime crime live live kid internet kid manner crime kid caught happen fuck justic exampl illeg lesser gave valu downvot basic corrupt agent valu worth valu downvot govern funni thing hard crime bunch stop dude illeg caught real address love guy,1
527,2018-07-25,real authoritarian govern take,0
